name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
,9974,2916287184,crossing,,,,,,-111.9264921,33.4287917,,,
,9975,2916287186,crossing,,,,,,-111.9261081,33.4288836,,,
,9976,2916287188,,,,,,,-111.9265205,33.4290283,,,
,9977,2916287189,crossing,,,,,,-111.9262855,33.4290006,,,
,9978,2916287190,crossing,,,,,,-111.9400836,33.4294932,,,
,9979,2916287191,crossing,,,,,,-111.9399608,33.4294989,,,
,9980,2916287192,crossing,,,,,,-111.9401824,33.4295586,,,
,9981,2916287193,crossing,,,,,,-111.9401871,33.4296574,,,
,9982,2916287194,crossing,,,,,,-111.9398383,33.4296955,,,
,9983,2916289507,,,,,,,-111.9462662,33.4313925,,,
,9984,2916289556,,,,,,,-111.9478612,33.4321087,,,
,9985,2916289560,,,,,,,-111.9478782,33.4321701,,,
,9986,2916289566,,,,,,,-111.9524251,33.4323119,,,
,9987,2916289576,,,,,,,-111.9523746,33.4327268,,,
,9988,2916289595,,,,,,,-111.9250319,33.4339654,,,
,9989,2916289701,,,,,,,-111.9249238,33.4342123,,,
,9990,2916289753,,,,,,,-111.9379214,33.4361142,,,
,9991,2916289764,,,,,,,-111.9362328,33.4362802,,,
,9992,2916726362,crossing,,,,,,-111.9261191,33.4209521,,,
,9993,2916726374,,,,,,,-111.9380634,33.4219877,,,
,9994,2916726375,traffic_signals,,signal,,,,-111.9381496,33.4219875,45,,
,9995,2916726377,,,,,,,-111.936754,33.4219909,,,
,9996,2916900587,,,,,,,-111.9348284,33.4258488,,,
,9997,2916900598,,,,,,,-111.9368602,33.4266122,,,
,9998,2916900604,,,,,,,-111.9369011,33.4269596,,,
,9999,2916900608,,,,,,,-111.9358858,33.4273311,,,
,10000,2916900625,,,,,,,-111.9363371,33.4277086,,,
,10001,2927816206,,,,,,,-111.9705601,33.3758529,,,
,10002,2927816225,crossing,,,,,,-111.97207,33.3772742,,,
,10003,2927816227,crossing,,,,,,-111.971939,33.377278,,,
,10004,2927816231,,,,,,,-111.9709799,33.3773623,,,
,10005,2927816232,crossing,,,,,,-111.972067,33.3773899,,,
,10006,2927816234,crossing,,,,,,-111.971935,33.3773971,,,
,10007,2927816236,,,,,,,-111.9709819,33.3774192,,,
,10008,2927816237,,,,,,,-111.9709829,33.3774461,,,
,10009,2927816253,crossing,,,,,,-111.9721567,33.3781376,,,
,10010,2927816259,crossing,,,,,,-111.972132,33.3782893,,,
,10011,2941419355,crossing,,,,,,-111.9686563,33.3779844,,,
,10012,2941419356,crossing,,,,,,-111.967363,33.3780399,,,
,10013,2941419357,crossing,,,,,,-111.9393802,33.3780545,,,
,10014,2941419361,crossing,,,,,,-111.968795,33.3781289,,,
,10015,2941419362,crossing,,,,,,-111.967172,33.3781427,,,
,10016,2941419363,,,,,,,-111.978227,33.3781831,,,
,10017,2941419364,,,,,,,-111.9432899,33.3782242,,,
,10018,2941419367,crossing,,,,,,-111.9395239,33.3782265,,,
,10019,2941419368,crossing,,,,,,-111.9392229,33.3782285,,,
,10020,2941419370,crossing,,,,,,-111.9688044,33.3783608,,,
,10021,2941419371,crossing,,,,,,-111.967172,33.3783738,,,
,10022,2941419373,crossing,,,,,,-111.9393827,33.3784079,,,
,10023,2941419374,crossing,,,,,,-111.9697565,33.3784457,,,
,10024,2941419375,crossing,,,,,,-111.9686263,33.3784681,,,
,10025,2941419376,crossing,,,,,,-111.967328,33.378488,,,
,10026,2941419382,crossing,,,,,,-111.9394099,33.3850113,,,
,10027,2941419384,crossing,,,,,,-111.9393196,33.3851065,,,
,10028,2941419386,,,,,,,-111.940624,33.3851561,,,
,10029,2941419390,,,,,,,-111.9370114,33.3852802,,,
,10030,2941419392,crossing,,,,,,-111.9393153,33.3860303,,,
,10031,2941419393,crossing,,,,,,-111.9396485,33.3860363,,,
,10032,2941419395,crossing,,,,,,-111.9395223,33.3881085,,,
,10033,2941419396,crossing,,,,,,-111.9396944,33.3882021,,,
,10034,2941419398,crossing,,,,,,-111.9395252,33.3883,,,
,10035,2941419399,crossing,,,,,,-111.9397017,33.4000121,,,
,10036,2941419903,crossing,,,,,,-111.9397447,33.4025263,,,
,10037,2941419907,crossing,,,,,,-111.9394362,33.4159978,,,
,10038,2941419909,crossing,,,,,,-111.9398514,33.4189884,,,
,10039,2941419910,crossing,,,,,,-111.9398559,33.4191444,,,
,10040,2941419911,crossing,,,,,,-111.9398742,33.4204041,,,
,10041,2941419914,crossing,,,,,,-111.9398795,33.4205853,,,
,10042,2941419915,crossing,,,,,,-111.9399182,33.421791,,,
,10043,2941419917,traffic_signals,,signal,,,,-111.939932,33.4219356,46,,
,10044,2941419918,crossing,,,,,,-111.93994,33.4220728,,,
,10045,2941419919,crossing,,,,,,-111.9336623,33.4249299,,,
,10046,2941419921,traffic_signals,,signal,,,,-111.933769,33.4249658,,,
,10047,2941419923,,,,,,,-111.9336238,33.4250111,,,
,10048,2941419924,crossing,,,,,,-111.9336012,33.4250592,,,
,10049,2941419925,,,,,,,-111.9345906,33.4255118,,,
,10050,2941419931,crossing,,,,,,-111.940159,33.4273839,,,
,10051,2941419932,crossing,,,,,,-111.9398732,33.4273831,,,
,10052,2941419937,crossing,,,,,,-111.9426813,33.4275029,,,
,10053,2941419940,crossing,,,,,,-111.940067,33.427576,,,
,10054,2941419941,crossing,,,,,,-111.9399818,33.4275753,,,
,10055,2963997346,,,,,,,-111.9619633,33.3850677,,,
,10056,2963997347,,,,,,,-111.9626739,33.3846547,,,
,10057,2963997348,,,,,,,-111.9626261,33.3849835,,,
,10058,2963997349,,,,,,,-111.9619687,33.3849072,,,
,10059,2963997350,,,,,,,-111.9626506,33.384815,,,
,10060,2963997351,,,,,,,-111.9619743,33.3847409,,,
,10061,2974049890,traffic_signals,,signal,,,,-111.928689,33.3782589,,,
,10062,2976266966,,,,,,,-111.9247347,33.4177853,,,
,10063,2976266970,,,,,,,-111.9249009,33.4168044,,,
,10064,2978013673,,,,,,,-111.9275241,33.4220137,,,
,10065,2978047863,,,,,,,-111.9255993,33.4214284,,,
,10066,2978047869,,,,,,,-111.9254773,33.4211149,,,
,10067,2978047870,,,,,,,-111.9252412,33.42105,,,
,10068,2978047871,,,,,,,-111.9250908,33.4212131,,,
,10069,2978047873,,,,,,,-111.9248846,33.4218241,,,
,10070,2978047874,,,,,,,-111.9256556,33.4211533,,,
,10071,2978050907,,,,,,,-111.9240906,33.4217977,,,
,10072,2978050908,,,,,,,-111.9240937,33.4207915,,,
,10073,2978063341,,,,,,,-111.9250996,33.419223,,,
,10074,2978063346,crossing,,,,,,-111.9252945,33.4194005,,,
,10075,2978083706,,,,,,,-111.9238901,33.4181448,,,
,10076,2978084273,,,,,,,-111.9213526,33.4193597,,,
,10077,2978084454,,,,,,,-111.923805,33.418071,,,
,10078,2978084460,,,,,,,-111.9219917,33.4194101,,,
,10079,2978084465,,,,,,,-111.9235309,33.4178266,,,
,10080,2978087276,,,,,,,-111.9228177,33.4202356,,,
,10081,2978310759,,,,,,,-111.942969,33.3780925,,,
,10082,2979158956,,,,,,,-111.9227335,33.4179463,,,
,10083,3010070035,,,,,,,-111.9263566,33.3859096,,,
,10084,3010070036,,,,,,,-111.9263714,33.3853082,,,
,10085,3026629623,traffic_signals,,signal,,,,-111.909269,33.4319755,61,,
,10086,3029035882,,,,,,,-111.9092503,33.3802727,,,
,10087,3029035886,turning_circle,,,,,,-111.9057055,33.379947,,,
,10088,3029035887,,,,,,,-111.9057056,33.3798167,,,
,10089,3029037955,turning_circle,,,,,,-111.9055122,33.3816854,,,
,10090,3029037956,,,,,,,-111.905495,33.3815564,,,
,10091,3029060834,crossing,,,,,,-111.961716,33.3808211,,,
,10092,3029060835,crossing,,,,,,-111.961789,33.3807208,,,
,10093,3029060836,traffic_signals,,signal,,,,-111.961599,33.3806644,,,
,10094,3029060837,,,,,,,-111.9623709,33.3810784,,,
,10095,3029060839,,,,,,,-111.9622838,33.3811767,,,
,10096,3029063668,,,,,,,-111.9617836,33.3847177,,,
,10097,3029063669,traffic_signals,,signal,,,,-111.96096,33.3847044,30,,
,10098,3029063670,crossing,,,,,,-111.961132,33.3845932,,,
,10099,3029063671,traffic_signals,,signal,,,,-111.9609624,33.3845879,30,,
,10100,3034841227,crossing,,,,,,-111.977971,33.4220437,,,
,10101,3034841228,crossing,,,,,,-111.978243,33.422047,,,
,10102,3057442313,,,,,,,-111.963106,33.3906599,,,
,10103,3057442317,,,,,,,-111.963231,33.3906144,,,
,10104,3057442320,,,,,,,-111.966325,33.3913411,,,
,10105,3057442331,,,,,,,-111.9634085,33.3894704,,,
,10106,3057443463,,,,,,,-111.9612401,33.3885494,,,
,10107,3057443472,,,,,,,-111.9639682,33.3902668,,,
,10108,3057443482,,,,,,,-111.9623171,33.3897087,,,
,10109,3057443486,,,,,,,-111.9634052,33.3909594,,,
,10110,3057443504,,,,,,,-111.9646257,33.3902986,,,
,10111,3057443518,,,,,,,-111.9634192,33.3891652,,,
,10112,3057443520,,,,,,,-111.9656365,33.3904023,,,
,10113,3057443529,,,,,,,-111.9626682,33.3887376,,,
,10114,3057443637,,,,,,,-111.9638383,33.3898774,,,
,10115,3101178343,traffic_signals,,signal,,,,-111.943427,33.4375041,,,
,10116,3101265422,,,,,,,-111.9434283,33.4295304,,,
,10117,3101265424,,,,,,,-111.9399803,33.4301994,,,
,10118,3101265427,,,,,,,-111.9412736,33.4254885,,,
,10119,3101265634,,,,,,,-111.940126,33.4316795,,,
,10120,3101265635,traffic_signals,,signal,,,,-111.9426847,33.423443,,,
,10121,3101265641,,,,,,,-111.9412691,33.4243385,,,
,10122,3101265647,,,,,,,-111.9401399,33.4303209,,,
,10123,3101274975,crossing,,,,,,-111.936771,33.4255107,,,
,10124,3101278935,crossing,,,,,,-111.9274729,33.4209795,,,
,10125,3101278939,,,,,,,-111.9289641,33.4206888,,,
,10126,3101278941,crossing,,,,,,-111.9288107,33.4211923,,,
,10127,3101278942,crossing,,,,,,-111.9265252,33.4202799,,,
,10128,3101278945,,,,,,,-111.9289637,33.4208706,,,
,10129,3101286345,,,,,,,-111.9200708,33.419705,,,
,10130,3101286346,,,,,,,-111.9220086,33.4148354,,,
,10131,3101296787,,,,,,,-111.910074,33.4146845,,,
,10132,3101296814,,,,,,,-111.9095514,33.4146493,,,
,10133,3183380899,,,,,,,-111.9005492,33.4058517,,,
,10134,3183380901,,,,,,,-111.8977052,33.4064886,,,
,10135,3200583552,,,,,,,-111.9786643,33.4337347,,,
,10136,3200583554,,,,,,,-111.9783797,33.431984,,,
,10137,3242657734,,,,,,,-111.9543705,33.3364461,,,
,10138,3242657735,,,,,,,-111.954033,33.3364486,,,
,10139,3242657738,,,,,,,-111.9527679,33.3366165,,,
,10140,3242657742,,,,,,,-111.9543845,33.3379308,,,
,10141,3242657743,,,,,,,-111.9540485,33.3379333,,,
,10142,3242657753,,,,,,,-111.9524424,33.3383388,,,
,10143,3242657763,,,,,,,-111.9499884,33.3384941,,,
,10144,3242657767,,,,,,,-111.9505083,33.3385223,,,
,10145,3242657768,,,,,,,-111.952141,33.3385325,,,
,10146,3242657781,,,,,,,-111.9514415,33.338652,,,
,10147,3242657784,,,,,,,-111.9512295,33.3386586,,,
,10148,3242657785,,,,,,,-111.9543915,33.3386725,,,
,10149,3242657786,,,,,,,-111.9540562,33.3386749,,,
,10150,3242657787,,,,,,,-111.9504198,33.3386768,,,
,10151,3242657790,,,,,,,-111.9522411,33.3386825,,,
,10152,3242657799,,,,,,,-111.9514428,33.3388228,,,
,10153,3242657801,,,,,,,-111.9512298,33.3388294,,,
,10154,3242657905,,,,,,,-111.9488084,33.3409928,,,
,10155,3242657935,,,,,,,-111.9521297,33.3414704,,,
,10156,3242657955,,,,,,,-111.9521301,33.341649,,,
,10157,3242657957,,,,,,,-111.9521302,33.3418723,,,
,10158,3242657958,,,,,,,-111.9496026,33.3418848,,,
,10159,3242657959,,,,,,,-111.948516,33.3418901,,,
,10160,3245205761,,,,,,,-111.9493918,33.3346098,,,
,10161,3245205793,,,,,,,-111.949395,33.3349554,,,
,10162,3245205819,,,,,,,-111.9498386,33.3352069,,,
,10163,3245205822,,,,,,,-111.949128,33.3352141,,,
,10164,3245205835,,,,,,,-111.9497431,33.3355134,,,
,10165,3245205836,,,,,,,-111.9491324,33.3355196,,,
,10166,3245205963,,,,,,,-111.9491375,33.3358697,,,
,10167,3248845852,,,,,,,-111.8979915,33.4103712,,,
,10168,3248854377,,,,,,,-111.921572,33.411344,,,
,10169,3248854378,,,,,,,-111.920032,33.4113543,,,
,10170,3249145215,,,,,,,-111.8949131,33.3564072,,,
,10171,3249145216,,,,,,,-111.8939909,33.3564095,,,
,10172,3249162286,turning_circle,,,,,,-111.9269247,33.3682163,,,
,10173,3268386503,,,,,,,-111.9006058,33.3446088,,,
,10174,3299517567,,,,,,,-111.9457728,33.4264284,,,
,10175,3299517573,,,,,,,-111.9442762,33.426894,,,
,10176,3329964170,crossing,,,,,,-111.928413,33.3345072,,,
,10177,3329964172,crossing,,,,,,-111.9281937,33.3346595,,,
,10178,3329964173,crossing,,,,,,-111.928417,33.3348347,,,
,10179,3330724213,,,,,,,-111.9387936,33.3626951,,,
,10180,3330724214,,,,,,,-111.9391223,33.3627198,,,
,10181,3333485158,,,,,,,-111.9467464,33.3474477,,,
,10182,3333485161,,,,,,,-111.94711,33.347532,,,
,10183,3333485170,,,,,,,-111.9465442,33.3480557,,,
,10184,3333485173,,,,,,,-111.9469078,33.3481401,,,
,10185,3333490815,,,,,,,-111.9467111,33.3487317,,,
,10186,3333490835,,,,,,,-111.9466414,33.3489446,,,
,10187,3333490836,,,,,,,-111.9466433,33.3491192,,,
,10188,3345713585,,,,,,,-111.9393995,33.3840202,,,
,10189,3345713587,crossing,,,,,,-111.9395441,33.3850099,,,
,10190,3345713588,traffic_signals,,signal,,,,-111.939544,33.3850967,24,,
,10191,3345713589,,,,,,,-111.9395438,33.3852722,,,
,10192,3345713590,,,,,,,-111.9395473,33.3858462,,,
,10193,3345713591,traffic_signals,,signal,,,,-111.93955,33.3860348,53,,
,10194,3345713592,crossing,,,,,,-111.939552,33.3861368,,,
,10195,3345716293,,,,,,,-111.9395582,33.3864122,,,
,10196,3345716296,,,,,,,-111.9395127,33.3876576,,,
,10197,3345716305,crossing,,,,,,-111.9091389,33.3927931,,,
,10198,3345716307,crossing,,,,,,-111.9093563,33.3929529,,,
,10199,3345716308,crossing,,,,,,-111.9089205,33.3929418,,,
,10200,3345716312,crossing,,,,,,-111.909143,33.3931055,,,
,10201,3345716317,,,,,,,-111.9200987,33.3931609,,,
,10202,3345716320,,,,,,,-111.9195136,33.3931646,,,
,10203,3345716373,crossing,,,,,,-111.9091262,33.3965101,,,
,10204,3345716374,crossing,,,,,,-111.9089878,33.3965974,,,
,10205,3345716375,crossing,,,,,,-111.909141,33.3966882,,,
,10206,3345716376,crossing,,,,,,-111.9091364,33.3982803,,,
,10207,3345716379,crossing,,,,,,-111.9091321,33.4000565,,,
,10208,3345716381,crossing,,,,,,-111.926312,33.4001232,,,
,10209,3345716383,crossing,,,,,,-111.9089995,33.4001481,,,
,10210,3345716384,crossing,,,,,,-111.9092883,33.4001502,,,
,10211,3345716386,crossing,,,,,,-111.9264758,33.4002302,,,
,10212,3345716387,crossing,,,,,,-111.9091316,33.400234,,,
,10213,3345716389,crossing,,,,,,-111.9263108,33.400343,,,
,10214,3346067454,,,,,,,-111.8939914,33.4074255,,,
,10215,3346067461,,,,,,,-111.8961115,33.4077949,,,
,10216,3346067465,,,,,,,-111.89198,33.4083128,,,
,10217,3346067466,,,,,,,-111.8923104,33.4083179,,,
,10218,3346067473,,,,,,,-111.8939588,33.4089822,,,
,10219,3346067475,,,,,,,-111.8952441,33.4090105,,,
,10220,3346067483,,,,,,,-111.891993,33.4091497,,,
,10221,3346067484,,,,,,,-111.892296,33.4091591,,,
,10222,3346068993,,,,,,,-111.8919954,33.4096679,,,
,10223,3346068998,,,,,,,-111.8939224,33.4098016,,,
,10224,3346069008,,,,,,,-111.8944914,33.4103182,,,
,10225,3346069013,,,,,,,-111.8919884,33.4105072,,,
,10226,3346069024,,,,,,,-111.8944913,33.410921,,,
,10227,3363563600,,,,,,,-111.8935972,33.3347997,,,
,10228,3363563611,,,,,,,-111.8956408,33.334896,,,
,10229,3363563612,,,,,,,-111.896655,33.334899,,,
,10230,3363563626,crossing,,,,,,-111.8975727,33.3349352,,,
,10231,3363563627,crossing,,,,,,-111.8977707,33.3349285,,,
,10232,3363563629,,,,,,,-111.89469,33.3349744,,,
,10233,3363563633,,,,,,,-111.8936138,33.3350146,,,
,10234,3363563635,traffic_signals,,signal,,,,-111.893475,33.3350194,,,
,10235,3363564004,,,,,,,-111.897827,33.335508,,,
,10236,3363564038,,,,,,,-111.8999875,33.3360096,,,
,10237,3363564066,,,,,,,-111.8987805,33.3367441,,,
,10238,3363564213,,,,,,,-111.8996579,33.3388938,,,
,10239,3363564217,,,,,,,-111.8990421,33.3396437,,,
,10240,3363564232,,,,,,,-111.8958306,33.3429589,,,
,10241,3363564233,,,,,,,-111.895707,33.3430244,,,
,10242,3363564245,,,,,,,-111.8967644,33.3444551,,,
,10243,3363564247,,,,,,,-111.8972917,33.3450646,,,
,10244,3363564253,,,,,,,-111.8979082,33.3462296,,,
,10245,3363564259,,,,,,,-111.8980029,33.3480217,,,
,10246,3363564260,,,,,,,-111.8977737,33.3482963,,,
,10247,3363564262,,,,,,,-111.8979918,33.3485733,,,
,10248,3363564266,,,,,,,-111.897593,33.3490149,,,
,10249,3363564278,,,,,,,-111.8979811,33.3494321,,,
,10250,3363564281,,,,,,,-111.8978062,33.3509984,,,
,10251,3363564282,,,,,,,-111.8979193,33.3509995,,,
,10252,3365286543,,,,,,,-111.8941335,33.3929226,,,
,10253,3365286546,,,,,,,-111.8942525,33.3929724,,,
,10254,3365286551,,,,,,,-111.8926401,33.3930294,,,
,10255,3366293659,crossing,,,,,,-111.9093983,33.3851875,,,
,10256,3366293660,crossing,,,,,,-111.9089403,33.3851689,,,
,10257,3366293661,crossing,,,,,,-111.909418,33.3862432,,,
,10258,3366293662,crossing,,,,,,-111.90895,33.3862241,,,
,10259,3366294002,crossing,,,,,,-111.9090811,33.4290911,,,
,10260,3366294004,crossing,,,,,,-111.9088973,33.4292026,,,
,10261,3366294007,crossing,,,,,,-111.9090965,33.4294256,,,
,10262,3367301497,,,,,,,-111.9176593,33.4232191,,,
,10263,3367301498,,,,,,,-111.9176682,33.4237215,,,
,10264,3374363840,crossing,,,,,,-111.8936576,33.3782323,,,
,10265,3374363841,crossing,,,,,,-111.9092623,33.3782421,,,
,10266,3374363842,crossing,,,,,,-111.900633,33.3783082,,,
,10267,3374363845,crossing,,,,,,-111.9090387,33.3784254,,,
,10268,3374363850,crossing,,,,,,-111.900527,33.3784705,,,
,10269,3374363851,crossing,,,,,,-111.900758,33.3784707,,,
,10270,3374363860,crossing,,,,,,-111.900631,33.378602,,,
,10271,3414165394,,,,,,,-111.9189796,33.379033,,,
,10272,3414165395,,,,,,,-111.9206082,33.3792611,,,
,10273,3414172493,,,,,,,-111.9201763,33.38225,,,
,10274,3414172494,,,,,,,-111.9189712,33.3783373,,,
,10275,3414172495,,,,,,,-111.9189858,33.3792144,,,
,10276,3414175893,,,,,,,-111.9196497,33.3783308,,,
,10277,3414175894,,,,,,,-111.9182949,33.3783437,,,
,10278,3414175993,,,,,,,-111.9196558,33.3790227,,,
,10279,3414176193,,,,,,,-111.9182991,33.3790354,,,
,10280,3414176194,,,,,,,-111.9196573,33.3792006,,,
,10281,3414176393,,,,,,,-111.9183032,33.3792282,,,
,10282,3414176394,,,,,,,-111.9179909,33.3793577,,,
,10283,3414176493,,,,,,,-111.9196557,33.3792556,,,
,10284,3414176593,,,,,,,-111.9179723,33.3797809,,,
,10285,3414365949,,,,,,,-111.9627387,33.3725108,,,
,10286,3414365950,,,,,,,-111.9627387,33.3733889,,,
,10287,3414365951,,,,,,,-111.9614842,33.3733916,,,
,10288,3414365957,,,,,,,-111.963176,33.3738205,,,
,10289,3414365958,,,,,,,-111.9619272,33.3740777,,,
,10290,3414365960,,,,,,,-111.963184,33.3742175,,,
,10291,3442669477,,,,,,,-111.9179678,33.3815413,,,
,10292,3446044589,,,,,,,-111.9578862,33.4290681,,,
,10293,3446044590,,,,,,,-111.9570116,33.4290737,,,
,10294,3457148931,,,,,,,-111.9494906,33.3552946,,,
,10295,3457148932,,,,,,,-111.9493,33.3553036,,,
,10296,3457261132,,,,,,,-111.9019468,33.4198717,,,
,10297,3457261137,,,,,,,-111.902023,33.4202608,,,
,10298,3457261138,,,,,,,-111.9007607,33.4204809,,,
,10299,3457261142,,,,,,,-111.9007634,33.4208576,,,
,10300,3457261144,,,,,,,-111.9020169,33.4208369,,,
,10301,3457261149,,,,,,,-111.9018447,33.4215445,,,
,10302,3457261150,,,,,,,-111.9013819,33.4215601,,,
,10303,3457261155,,,,,,,-111.902033,33.4220827,,,
,10304,3458343221,,,,,,,-111.912582,33.410663,,,
,10305,3458370354,turning_circle,,,,,,-111.9166885,33.4046995,,,
,10306,3458370355,,,,,,,-111.9167414,33.4048903,,,
,10307,3458370356,turning_circle,,,,,,-111.9216257,33.4051142,,,
,10308,3458370357,,,,,,,-111.9216213,33.4053075,,,
,10309,3458370359,,,,,,,-111.9091225,33.4055343,,,
,10310,3458370365,,,,,,,-111.9091196,33.4063117,,,
,10311,3458370366,,,,,,,-111.9179854,33.4064011,,,
,10312,3458370369,,,,,,,-111.906099,33.4064443,,,
,10313,3458370370,,,,,,,-111.9066939,33.4064448,,,
,10314,3458370371,,,,,,,-111.9053587,33.4064548,,,
,10315,3458370382,,,,,,,-111.9192583,33.4066839,,,
,10316,3458370384,,,,,,,-111.9194522,33.4067896,,,
,10317,3458370386,,,,,,,-111.9047994,33.4067599,,,
,10318,3458370390,,,,,,,-111.9177037,33.4069057,,,
,10319,3458373501,,,,,,,-111.9146553,33.4070065,,,
,10320,3458373503,,,,,,,-111.9132471,33.4070137,,,
,10321,3458373505,,,,,,,-111.914656,33.4072277,,,
,10322,3458373507,,,,,,,-111.9047901,33.4074347,,,
,10323,3458373512,,,,,,,-111.9152738,33.4089315,,,
,10324,3458373515,,,,,,,-111.9152745,33.4091291,,,
,10325,3458373516,,,,,,,-111.9155274,33.409234,,,
,10326,3458373521,,,,,,,-111.9223443,33.4093823,,,
,10327,3458373522,,,,,,,-111.9155294,33.4094371,,,
,10328,3458373525,,,,,,,-111.9130962,33.4106686,,,
,10329,3458373529,,,,,,,-111.922574,33.4111077,,,
,10330,3458373531,,,,,,,-111.9209422,33.4116865,,,
,10331,3458373537,,,,,,,-111.920949,33.41231,,,
,10332,3458373539,,,,,,,-111.921822,33.4128713,,,
,10333,3458373540,,,,,,,-111.9220742,33.4128709,,,
,10334,3458373541,,,,,,,-111.9220711,33.4130955,,,
,10335,3458373542,,,,,,,-111.9227232,33.4131008,,,
,10336,3458373543,,,,,,,-111.922067,33.4134375,,,
,10337,3458373546,,,,,,,-111.9217358,33.4137285,,,
,10338,3458373551,,,,,,,-111.921746,33.4144752,,,
,10339,3458373554,,,,,,,-111.9220713,33.4144751,,,
,10340,3458373555,,,,,,,-111.9220635,33.4147107,,,
,10341,3458373556,,,,,,,-111.9228189,33.4147158,,,
,10342,3462330626,,,,,,,-111.9328964,33.4171119,,,
,10343,3467900145,,,,,,,-111.9468688,33.3566614,,,
,10344,3467900146,,,,,,,-111.946688,33.3566682,,,
,10345,3467900147,,,,,,,-111.9464553,33.356677,,,
,10346,3467900148,,,,,,,-111.9464562,33.3568857,,,
,10347,3467900149,,,,,,,-111.9458578,33.3568995,,,
,10348,3467900150,,,,,,,-111.9469985,33.3571029,,,
,10349,3467900151,,,,,,,-111.946686,33.3571985,,,
,10350,3467900152,,,,,,,-111.9464707,33.3572222,,,
,10351,3468587194,,,,,,,-111.9367266,33.4140356,,,
,10352,3468587195,,,,,,,-111.9365908,33.4144957,,,
,10353,3468587199,,,,,,,-111.9368989,33.4144937,,,
,10354,3468587200,,,,,,,-111.9361658,33.4144965,,,
,10355,3468587203,,,,,,,-111.9357176,33.4144566,,,
,10356,3468587204,,,,,,,-111.9367375,33.4144965,,,
,10357,3468587209,,,,,,,-111.9350734,33.4143045,,,
,10358,3468587211,,,,,,,-111.9357115,33.4143,,,
,10359,3468587212,,,,,,,-111.9350708,33.4141524,,,
,10360,3468587215,,,,,,,-111.9369093,33.4140341,,,
,10361,3468587218,,,,,,,-111.9350737,33.4144636,,,
,10362,3468587219,,,,,,,-111.9357062,33.41415,,,
,10363,3468588329,,,,,,,-111.9352509,33.4162656,,,
,10364,3468588330,,,,,,,-111.9359233,33.416274,,,
,10365,3468588331,,,,,,,-111.9363378,33.4161897,,,
,10366,3468588332,,,,,,,-111.9361848,33.4163347,,,
,10367,3468590288,,,,,,,-111.935915,33.416661,,,
,10368,3468590289,,,,,,,-111.9350915,33.4170392,,,
,10369,3468590292,,,,,,,-111.9350697,33.4169656,,,
,10370,3468590597,,,,,,,-111.9355308,33.4166672,,,
,10371,3468590598,,,,,,,-111.9361211,33.4164267,,,
,10372,3468590599,,,,,,,-111.9350267,33.4166705,,,
,10373,3468590601,,,,,,,-111.935695,33.4170415,,,
,10374,3468590603,,,,,,,-111.9356957,33.4171113,,,
,10375,3468590606,,,,,,,-111.9359259,33.4170422,,,
,10376,3468590608,,,,,,,-111.9359153,33.4163809,,,
,10377,3468590609,,,,,,,-111.9361095,33.4166303,,,
,10378,3514966493,,,,,,,-111.9117875,33.421996,,,
,10379,3514966500,,,,,,,-111.9176467,33.422541,,,
,10380,3514966544,,,,,,,-111.9176562,33.4229467,,,
,10381,3514966559,,,,,,,-111.9117876,33.423152,,,
,10382,3514966567,,,,,,,-111.9169288,33.4232287,,,
,10383,3514966568,,,,,,,-111.9165171,33.423232,,,
,10384,3514966587,,,,,,,-111.9169309,33.4234075,,,
,10385,3514966588,,,,,,,-111.9165192,33.4234108,,,
,10386,3514966593,,,,,,,-111.9117891,33.4234657,,,
,10387,3514966600,,,,,,,-111.9169329,33.4235852,,,
,10388,3514966602,,,,,,,-111.9165212,33.4235885,,,
,10389,3514966609,,,,,,,-111.9156306,33.4237407,,,
,10390,3514966610,,,,,,,-111.9170914,33.4237413,,,
,10391,3514966611,,,,,,,-111.9169363,33.4237466,,,
,10392,3514966627,,,,,,,-111.9124546,33.4239973,,,
,10393,3514966630,,,,,,,-111.9169379,33.4240207,,,
,10394,3514966631,turning_circle,,,,,,-111.9163183,33.424024,,,
,10395,3514966632,,,,,,,-111.9165262,33.424024,,,
,10396,3514966646,,,,,,,-111.9117929,33.4242758,,,
,10397,3514966647,,,,,,,-111.9124546,33.4242808,,,
,10398,3514966648,,,,,,,-111.9131147,33.424285,,,
,10399,3514966656,,,,,,,-111.9147151,33.4243939,,,
,10400,3514966667,,,,,,,-111.9117937,33.4244546,,,
,10401,3514966668,,,,,,,-111.9122136,33.424458,,,
,10402,3514966795,,,,,,,-111.9156747,33.4248706,,,
,10403,3514966803,,,,,,,-111.9131233,33.4253541,,,
,10404,3514966819,,,,,,,-111.9117838,33.4258353,,,
,10405,3514966821,,,,,,,-111.9131163,33.4258413,,,
,10406,3514966823,,,,,,,-111.9132494,33.4258419,,,
,10407,3514966825,,,,,,,-111.9133476,33.4258424,,,
,10408,3514966826,,,,,,,-111.9140052,33.4258427,,,
,10409,3514966852,,,,,,,-111.9133063,33.4263059,,,
,10410,3514966862,,,,,,,-111.913461,33.4265717,,,
,10411,3514966868,,,,,,,-111.91563,33.4270878,,,
,10412,3514966872,,,,,,,-111.9172314,33.4274175,,,
